,spacegroup,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1324,167,0.0,0.0833,0.9167,5.5351,5.5345,14.6534,89.9979,89.9993,120.0011,0.1023,0.9843
677,167,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0657,3.707
1353,12,0.75,0.25,0.0,24.1422,5.9558,5.7236,89.9992,103.9258,90.0002,0.0123,3.2825
1784,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0668,3.2915
1088,12,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0209,2.6945
1783,33,0.5312,0.0312,0.4375,10.4814,8.9557,9.5844,90.0034,90.0005,90.0006,0.2363,1.9785
463,206,0.4688,0.0,0.5312,9.6783,9.6779,9.6782,90.001,90.0017,89.9993,0.2698,1.6084
1337,227,0.8125,0.1875,0.0,5.7848,5.7832,14.0917,90.0925,89.9413,120.0388,0.1983,2.6087
810,194,0.1562,0.125,0.7188,6.8634,6.8629,24.9061,90.0145,89.9956,119.9874,0.287,0.5409
726,206,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,0.0981,3.6205
2061,194,0.2188,0.0,0.7812,6.8895,6.8889,24.9395,90.0198,89.9974,119.9873,0.2545,0.7956
2209,33,0.3125,0.4375,0.25,10.3756,8.8856,9.5089,90.0006,90.001,90.0009,0.2354,1.8717
310,206,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0426,0.8872
2200,206,0.4688,0.125,0.4062,9.5675,9.5671,9.5673,90.0017,90.0023,89.9984,0.2515,1.9352
311,12,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,0.0549,1.6532
505,33,0.0312,0.0312,0.9375,11.2697,9.5747,10.1995,90.0001,89.9959,90.0003,0.2088,0.6522
601,206,0.1562,0.0,0.8438,10.0863,10.0862,10.0865,90.0005,90.0008,89.9993,0.1139,1.0527
611,194,0.4062,0.2188,0.375,6.5294,6.5291,24.2753,90.0139,90.0072,119.9937,0.3059,1.5085
1031,167,0.0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120.0,0.1612,1.7867
1629,194,0.25,0.3125,0.4375,6.6253,6.625,24.4733,90.0104,90.0033,119.9913,0.4535,0.6779999999999999
583,12,0.0938,0.5,0.4062,24.717,6.3698,6.2742,90.0001,104.8049,90.0001,0.187,1.2023
962,227,0.375,0.5,0.125,9.8205,5.7631,14.5164,96.9566,98.1763,31.5663,0.3335,1.5575
1431,206,0.3125,0.0,0.6875,9.8823,9.8821,9.8824,90.0007,90.0012,89.9993,0.1947,1.5432
34,206,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.00299999999999,89.9955,0.1259,1.3632
2229,167,0.3333,0.4167,0.25,5.1068,5.1064,13.7396,89.9955,90.0052,120.0008,0.2131,2.2697
1998,167,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.1875,2.5623
2158,227,0.0,0.1875,0.8125,10.9802,6.3662,15.6847,91.397,91.6226,30.4126,0.2072,0.4703
1582,33,0.2812,0.0625,0.6562,10.8409,9.238999999999999,9.8654,90.0017,89.9986,90.0004,0.2914,1.1863
1258,12,0.0,0.4062,0.5938,24.765,6.5014,6.486000000000001,90.0003,105.241,90.0,0.0798,1.0993
1973,33,0.3438,0.5,0.1562,10.2571,8.7945,9.4174,90.0005,90.0015,90.0012,0.1503,2.2665
626,33,0.25,0.1875,0.5625,10.7515,9.1728,9.7978,90.0011,89.9991,90.0003,0.1866,1.3028
840,206,0.7188,0.0625,0.2188,9.2965,9.2959,9.2962,90.00200000000001,90.0029,89.9989,0.2313,3.0469
2007,206,0.375,0.4062,0.2188,9.4405,9.4402,9.4402,90.0033,90.0035,89.9965,0.1859,2.3283
542,227,0.8125,0.1875,0.0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,0.1176,3.1657
1223,33,0.0,0.0625,0.9375,11.2844,9.5871,10.2114,89.9997,89.9958,90.0002,0.1605,0.7853
1180,12,0.125,0.25,0.625,12.3134,3.2417,6.4928,90.0002,105.3576,90.0,0.2259,1.0627
2055,167,0.4167,0.5833,0.0,9.9132,4.9562,13.4178,89.9938,90.0075,120.0007,0.0698,3.3996
1768,12,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0413,2.6021
1741,194,0.4062,0.1875,0.4062,6.5526,6.5522,24.3155,90.0143,90.0075,119.9933,0.3051,1.3917
709,33,0.0,0.5,0.5,5.3995,9.22,9.8402,89.9983,89.9989,90.0001,0.0885,1.3463
446,194,0.0,0.6875,0.3125,6.6154,6.6152,24.5008,89.9952,90.0023,119.99,0.0789,1.4898
2025,12,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.1415,1.8135
1245,227,0.0,0.25,0.75,6.4273,6.4274,15.5252,90.0015,89.9894,119.9927,0.3992,0.2639
1540,33,0.0,0.0625,0.9375,5.6422,9.5871,10.2114,89.9997,89.9958,90.0002,0.1604,0.7628
1572,206,0.4062,0.375,0.2188,9.4274,9.4271,9.4271,90.0032,90.0034,89.9967,0.1987,2.4129
672,167,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.1921,3.0261
1050,167,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2489,2.3152
1129,167,0.0,0.5,0.5,5.319,5.3184,14.1862,89.9999,89.9995,120.0005,0.1835,1.3344
1844,227,0.5625,0.25,0.1875,9.8456,5.7176,14.1245,91.1234,91.3032,30.573,0.2517,1.9433
1808,12,0.125,0.75,0.125,12.3794,3.1017,5.9795,90.0,104.0611,90.0001,0.1321,1.699
948,33,0.0,0.3125,0.6875,5.5035,9.3773,9.9993,89.999,89.9976,90.0,0.122,0.9547
2300,12,0.2188,0.375,0.4062,24.5871,6.3342,6.2488,90.0,104.8473,90.0001,0.1982,1.4672
1944,33,0.125,0.25,0.625,10.8793,9.275,9.8986,90.0,89.9984,90.0002,0.2087,1.2207
999,206,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,0.0928,0.7883
1800,206,0.0,0.1562,0.8438,10.1518,10.1518,10.152000000000001,90.0012,90.001,89.9983,0.0542,0.9876
843,33,0.25,0.3125,0.4375,10.6128,9.0679,9.6918,90.0007,89.9999,90.0004,0.2285,1.5529
1995,167,0.625,0.0417,0.3333,10.1555,5.0775,13.6876,89.9909,90.0096,120.0016,0.2455,2.8296
2156,194,0.4688,0.5312,0.0,6.2323,6.2322,23.7461,90.0183,89.9988,120.0005,0.2554,2.5472
2289,227,0.0625,0.625,0.3125,10.4498,6.0554,14.9233,91.069,91.2431,30.3593,0.2529,0.6862
615,227,0.875,0.0,0.125,5.8037,5.8031,13.8023,90.0112,90.0018,120.00299999999999,0.314,2.4319
997,206,0.0,0.25,0.75,10.0687,10.0687,10.0687,90.0016,90.0015,89.9977,0.0812,1.043
1213,206,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,0.0806,0.9194
376,206,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.1094,3.1039999999999996
1869,12,0.375,0.2188,0.4062,24.4246,6.2898,6.2170000000000005,89.9998,104.9005,90.0001,0.1762,1.8523
7,12,0.5,0.0,0.5,12.135,3.1533,6.287999999999999,89.9997,105.179,90.0001,0.2243,1.7179
1889,227,0.8125,0.0,0.1875,10.0065,5.7786,14.1615,93.257,93.0611,30.2331,0.3117,2.3555
2334,227,0.25,0.4375,0.3125,6.0905,6.0882,14.9241,90.042,88.1559,120.0197,0.2813,1.3159999999999998
1656,194,0.0625,0.4062,0.5312,6.7557,6.7554,24.7352,90.0033,89.9972,119.9883,0.1869,0.9838
167,227,0.6875,0.0,0.3125,9.8517,5.7884,14.5524,98.9341,100.5107,31.683000000000003,0.391,1.6526
95,167,0.5833,0.3333,0.0833,4.9585,4.9582,13.427999999999999,89.9912,90.0099,120.0012,0.1261,3.4081
1753,12,0.375,0.5,0.125,24.4989,6.1324,5.9283,89.9997,104.1484,90.0001,0.09699999999999999,2.3528
2236,33,0.75,0.0625,0.1875,10.1018,8.6588,9.2888,90.0046,90.0018,90.001,0.1917,3.0381
1769,194,0.5938,0.0625,0.3438,6.4484,6.4479999999999995,24.0941,90.0147,90.0124,119.9961,0.3391,1.5383
1319,12,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.1568,1.8605
437,206,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1042,3.0429
567,12,0.4062,0.0,0.5938,24.3427,6.3858,6.4035,89.9998,105.3761,90.0001,0.1408,1.8406
1699,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0664,3.49
561,194,0.75,0.0312,0.2188,6.3088,6.3084,23.816,90.012,90.0122,119.9997,0.4439,2.0151
301,206,0.5312,0.4688,0.0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,0.1003,3.4323
248,33,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2394,1.9292
1266,33,0.0,0.75,0.25,5.2609,9.0102,9.6281,89.9974,90.0004,90.0008,0.1357,1.5152
1897,194,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.01100000000001,90.0041,119.992,0.2983,1.0943
1831,227,0.25,0.4375,0.3125,10.4313,5.9866,14.8839,97.0024,95.9219,30.2084,0.3379,0.7999
2114,194,0.9062,0.0312,0.0625,6.1471,6.1467,23.4979,90.0081,90.0057,120.0045,0.3637,3.3453
991,206,0.1875,0.0938,0.7188,9.9624,9.9622,9.9625,90.0011,90.0013,89.9987,0.1439,1.2796
2160,206,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1285,1.2138
818,167,0.0,0.5,0.5,10.6379,5.3184,14.1862,89.9999,89.9995,120.0005,0.1275,1.4580000000000002
960,167,0.0,0.1667,0.8333,5.4918,5.4913,14.56,89.9984,89.9993,120.001,0.1168,1.0572
888,12,0.4688,0.2188,0.3125,24.351999999999997,6.2106,6.1015,89.9997,104.6899,90.0001,0.2167,2.0581
196,33,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,0.2227,1.9743
2382,206,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0886,0.9567
101,206,0.0,0.9062,0.0938,9.4868,9.4868,9.4863,90.0057,90.0048,89.9931,0.1103,1.9497
1207,167,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0293,4.7355
1963,227,0.8125,0.125,0.0625,5.7575,5.7577,14.1647,89.9991,89.9999,120.0006,0.235,2.8609
2359,227,0.4375,0.5625,0.0,9.7033,5.6831,14.3978,96.9425,98.1463,31.3835,0.14,2.2444
2265,227,0.5,0.375,0.125,10.0751,5.8346,14.3692,90.796,90.9241,30.3005,0.3036,1.3064
789,227,0.0,0.3125,0.6875,6.3883,6.3878,15.4457,90.0176,90.0137,119.9941,0.3936,0.435
1086,33,0.75,0.0625,0.1875,10.1018,8.6588,9.2888,90.0046,90.0018,90.001,0.1758,3.0908
532,12,0.2188,0.3125,0.4688,24.5706,6.3692,6.313,90.0,105.0057,90.0001,0.1735,1.4693
2294,33,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2339,1.2919
1161,227,0.125,0.375,0.5,10.0111,5.8192,14.4072,91.3856,91.6101,30.6656,0.1752,1.4297
1304,33,0.2812,0.625,0.0938,10.217,8.767000000000001,9.3882,89.9996,90.0017,90.0014,0.1262,2.2928
294,206,0.4375,0.3438,0.2188,9.4143,9.414,9.414,90.0031,90.0034,89.9969,0.1973,2.426
2085,33,0.2812,0.0,0.7188,10.9102,9.2914,9.9185,90.0019,89.9982,90.0004,0.2634,1.0477
2208,194,0.75,0.0625,0.1875,6.2856,6.2852,23.7758,90.0123,90.0104,120.0003,0.41200000000000003,2.3208
2260,227,0.0,0.25,0.75,6.39,6.3817,15.6879,90.0141,85.8142,119.9694,0.2614,0.9079
741,12,0.25,0.75,0.0,24.6618,6.098,5.8260000000000005,89.9998,103.7468,90.0001,0.0014,2.2826
564,206,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2069,2.5689
1327,167,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0395,4.3848
1303,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0717,3.411
416,12,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.0825,2.1433
2387,33,0.0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,0.1367,1.3219
1066,194,0.0,0.7188,0.2812,6.5924,6.5923,24.4606,89.995,90.0031,119.9904,0.0889,1.4902
954,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0648,3.9555
2062,227,0.0,0.0625,0.9375,11.1059,6.4278,15.6157,98.0402,99.3117,30.2324,0.3126,0.5771
2169,167,0.25,0.3333,0.4167,5.2138,5.2134,13.9681,89.9966,90.0034,120.0009,0.2802,1.7782
2139,227,0.8125,0.0,0.1875,5.8832,5.8822,14.3385,90.0907,88.8021,120.0535,0.2096,2.3930000000000002
1507,206,0.9375,0.0,0.0625,9.0663,9.0655,9.0659,90.0022,90.0034,89.9994,0.1383,4.2158
116,194,0.3438,0.3125,0.3438,6.5261,6.5257,24.2821,90.0123,90.0054,119.9935,0.402,1.1281
2106,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0687,3.2039
2214,206,0.0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,0.1238,1.1731
1329,194,0.9375,0.0312,0.0312,6.1149,6.1145,23.4343,90.0072,90.0037,120.0055,0.2992,3.5439999999999996
1426,227,0.0,0.125,0.875,11.050999999999998,6.3938,15.5322,97.6171,98.8114,30.2017,0.3244,0.3529
1802,194,0.5312,0.4688,0.0,6.2128,6.2127,23.6991,90.0189,89.9983,120.0013,0.2406,2.7835
2389,227,0.8125,0.0625,0.125,5.8122,5.8122,14.2241,90.0273,89.9798,120.0027,0.3306,2.3029
1876,194,0.6562,0.0312,0.3125,6.4063,6.4059,24.006999999999998,90.0139,90.0135,119.9972,0.4257,1.4009
657,206,0.5625,0.1875,0.25,9.3896,9.3892,9.3894,90.0024,90.00299999999999,89.99799999999999,0.2251,2.633
815,206,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.00299999999999,89.9955,0.1281,1.379
1637,194,0.2812,0.2812,0.4375,6.6153,6.615,24.4498,90.0115,90.0041,119.9916,0.2974,0.9376
1659,194,0.5,0.4375,0.0625,6.2688,6.2686,23.8029,90.0171,90.0009,119.9997,0.2686,2.2763
2247,12,0.125,0.875,0.0,12.3959,3.0668,5.8516,90.0,103.7028,90.0001,0.0049,2.1927
1601,167,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.2275,2.5166
438,206,0.3125,0.3125,0.375,9.6052,9.605,9.605,90.0026,90.0027,89.9971,0.2213,1.8225
1130,33,0.0625,0.0,0.9375,5.6276,9.5622,10.1876,90.0004,89.99600000000001,90.0004,0.2127,0.8359
473,227,0.6875,0.0,0.3125,5.9807,5.9793,14.5967,90.0786,88.085,120.0477,0.3684,1.8531
2075,227,0.75,0.25,0.0,9.8735,5.6914,13.9587,92.5185,92.2888,30.1492,0.2006,2.5673
2328,12,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.1429,1.9283
2286,12,0.25,0.5312,0.2188,24.6041,6.2204,6.05,89.9999,104.3634,90.0001,0.0578,2.0447
450,167,0.4167,0.0,0.5833,5.2589999999999995,5.2586,14.0718,89.9939,90.0057,120.0015,0.1922,2.0765
1599,167,0.0,0.3333,0.6667,10.8108,5.4049,14.3731,89.9992,89.9993,120.0008,0.1436,1.1529
1182,33,0.0,0.25,0.75,5.5382,9.4298,10.0524,89.9992,89.9972,90.0,0.1181,0.9638
2122,206,0.5938,0.2812,0.125,9.2657,9.2652,9.2653,90.0031,90.0036,89.9974,0.1778,3.0743
1061,12,0.0312,0.3125,0.6562,24.715999999999998,6.5275,6.544,90.0003,105.4012,90.0,0.2192,0.9067
1939,33,0.25,0.3438,0.4062,10.5782,9.0416,9.6653,90.0005,90.0,90.0005,0.2138,1.6391
320,194,0.4375,0.4062,0.1562,6.3577,6.3575,23.9705,90.0147,90.0037,119.9974,0.2395,1.8922
1577,206,0.4375,0.3438,0.2188,9.4143,9.414,9.414,90.0031,90.0034,89.9969,0.2003,2.3768
324,12,0.3125,0.5625,0.125,24.5638,6.1501,5.9411,89.9998,104.1265,90.0001,0.1337,2.2578
738,12,0.5,0.0,0.5,12.135,3.1533,6.287999999999999,89.9997,105.179,90.0001,0.4046,1.4538
965,12,0.4688,0.5312,0.0,24.4345,6.0357,5.7812,89.9996,103.8245,90.0002,0.0375,2.8485
974,194,0.0,0.5,0.5,6.7535,6.7531,24.7421,89.9985,89.9968,119.988,0.0673,1.0984
2298,12,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.2558,2.5938
1879,194,0.875,0.0625,0.0625,6.1561,6.1557,23.5213,90.0097,90.005,120.0041,0.2612,2.0278
1848,12,0.0,0.4062,0.5938,24.765,6.5014,6.486000000000001,90.0003,105.241,90.0,0.0444,1.2108
1517,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0513,4.1462
1881,194,0.5,0.0625,0.4375,6.5466,6.5461,24.2852,90.0157,90.0113,119.9938,0.4197,1.3007
1190,33,0.7812,0.125,0.0938,9.9832,8.5676,9.1974,90.0045,90.0021,90.0012,0.1275,3.534
1649,206,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2437,3.0406
1841,227,0.1875,0.1875,0.625,6.3129,6.312,14.7652,90.0155,90.0073,120.0012,0.3576,0.3834
2261,206,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0415,0.9106
1990,206,0.5,0.0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,0.2617,1.8352
1451,167,0.75,0.1667,0.0833,9.8345,4.917,13.3449,89.9883,90.0127,120.0015,0.1103,3.9738
1342,227,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.41,1.1922
377,194,0.8125,0.0,0.1875,6.2672,6.2668,23.7289,90.0102,90.0123,120.001,0.3624,1.9685
379,206,0.8125,0.1875,0.0,9.0633,9.0626,9.0628,90.0032,90.00399999999999,89.9981,0.0895,4.3583
1585,227,0.5625,0.1875,0.25,5.9788,5.9774,14.6079,90.0684,88.4691,120.0394,0.3733,1.4386
1953,12,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0844,2.438
502,167,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0688,3.6274
1029,206,0.7188,0.0,0.2812,9.3519,9.3513,9.3517,90.0015,90.0025,89.9993,0.2636,2.6709
874,12,0.3125,0.4688,0.2188,24.5391,6.2026,6.0372,89.9998,104.3851,90.0001,0.0807,2.1429
44,206,0.4062,0.3438,0.25,9.4551,9.4548,9.4548,90.00299999999999,90.0032,89.9969,0.2108,2.3055
2302,12,0.0,0.5938,0.4062,24.8145,6.3964,6.2933,90.0002,104.7733,90.0001,0.0054,1.4012
1658,206,0.375,0.4688,0.1562,9.3851,9.3848,9.3847,90.0038,90.0038,89.9961,0.1669,2.5291
1411,194,0.4688,0.375,0.1562,6.3479,6.3477,23.947,90.0151,90.0039,119.9977,0.3358,1.8958
1460,227,0.75,0.0,0.25,5.9078,5.9077,14.4242,90.0042,89.9915,120.0001,0.39899999999999997,2.1888
1526,227,0.625,0.375,0.0,9.8219,5.7031,14.0841,91.0851,91.2585,30.5595,0.084,2.9567
1454,167,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2448,2.2389
103,167,0.7083,0.0417,0.25,10.0279,5.0137,13.5526,89.9895,90.0112,120.0016,0.2221,3.2429
1022,206,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,0.0947,3.9019
491,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0762,3.2171
1434,206,0.5312,0.2812,0.1875,9.3473,9.3469,9.347000000000001,90.0029,90.0034,89.9974,0.201,2.7253
60,206,0.0938,0.6875,0.2188,9.5583,9.5583,9.558,90.0045,90.00399999999999,89.9946,0.1461,1.8387
2087,194,0.0625,0.3125,0.625,6.8249,6.8244,24.855999999999998,90.0061,89.9945,119.9874,0.3965,0.6252
118,12,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.1219,2.0981
478,33,0.25,0.1875,0.5625,5.3757,9.1728,9.7978,90.0011,89.9991,90.0003,0.2123,1.3646
976,167,0.6667,0.0,0.3333,5.0674,5.0672,13.6668,89.9903,90.0102,120.0016,0.2653,2.9951
642,12,0.0,0.2812,0.7188,24.732,6.5713,6.6147,90.0003,105.5382,90.0,0.1087,1.011
1085,206,0.375,0.0,0.625,9.8007,9.8004,9.8007,90.0008,90.0014,89.9993,0.2107,1.6295
1709,167,0.0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120.0,0.1205,2.0043
2329,227,0.0,0.125,0.875,6.5058,6.5058,15.6882,89.9985,89.991,119.9911,0.3524,0.5146
911,33,0.0312,0.125,0.8438,11.1657,9.496,10.12,89.9998,89.9966,90.0001,0.1993,0.8308
501,227,0.0,0.125,0.875,6.5058,6.5058,15.6882,89.9985,89.991,119.9911,0.3392,0.2717
896,33,0.6562,0.0312,0.3125,10.2843,8.801,9.4307,90.0042,90.0012,90.0008,0.2559,2.3569999999999998
565,194,0.3438,0.6562,0.0,6.2719,6.2719,23.8401,90.0156,90.0003,119.9989,0.2304,2.434
1833,12,0.875,0.0,0.125,11.9897,2.9951,5.8262,89.9991,104.3267,90.0002,0.2065,2.7415
2253,12,0.0,0.5,0.5,12.3949,3.2244,6.3896,90.0003,105.0105,90.0,0.2161,1.0554
1295,206,0.3125,0.625,0.0625,9.3282,9.3279,9.3277,90.0047,90.0045,89.995,0.1337,2.6562
2031,227,0.75,0.0,0.25,10.0948,5.8455,14.3871,90.7964,90.9226,30.291,0.4235,1.8847
1619,12,0.2812,0.3125,0.4062,24.5221,6.3164,6.236000000000001,89.9999,104.8685,90.0001,0.1196,1.7282
1756,206,0.0,0.1562,0.8438,10.1518,10.1518,10.152000000000001,90.0012,90.001,89.9983,0.0618,0.9689
1806,206,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.0924,4.1088
807,33,0.5,0.1562,0.3438,10.392000000000001,8.8895,9.5168,90.0028,90.0008,90.0007,0.2465,2.0427
86,12,0.3438,0.3438,0.3125,24.4819,6.2462,6.127000000000001,89.9998,104.6466,90.0001,0.1801,1.7088
706,206,0.375,0.4688,0.1562,9.3851,9.3848,9.3847,90.0038,90.0038,89.9961,0.1683,2.5356
593,194,0.4375,0.4375,0.125,6.3346,6.3344,23.9303,90.0151,90.0028,119.9979,0.3596,1.6946
1065,167,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0741,3.0135
398,227,0.5625,0.125,0.3125,6.002000000000001,6.0012,14.3698,90.0068,89.9959,119.9994,0.4294,0.8564
1214,12,0.125,0.0,0.875,12.2804,3.3116,6.7505,90.0002,105.9346,90.0,0.2804,0.722
1949,33,0.0625,0.9375,0.0,10.2153,8.7756,9.3922,89.99700000000001,90.0018,90.00200000000001,0.0586,2.1984
594,33,0.1875,0.0,0.8125,5.529,9.4075,10.0338,90.0013,89.9973,90.0004,0.2279,1.0994
48,227,0.0625,0.625,0.3125,10.4654,6.0606,14.7182,88.075,87.7806,30.3034,0.2456,0.6786
575,33,0.0,0.25,0.75,11.0764,9.4298,10.0524,89.9992,89.9972,90.0,0.1077,1.0129
2002,227,0.0,0.1875,0.8125,11.0257,6.3318,15.8495,100.6685,99.1309,30.339000000000002,0.2423,0.6946
777,194,0.6562,0.2188,0.125,6.2672,6.2669,23.7659,90.0153,90.0049,120.0004,0.3108,2.7164
179,167,0.4167,0.0,0.5833,5.2589999999999995,5.2586,14.0718,89.9939,90.0057,120.0015,0.2757,1.8436
466,206,0.0,0.0312,0.9688,10.2626,10.2626,10.2629,90.0005,90.0005,89.9992,0.0114,0.9326
647,33,0.6875,0.2812,0.0312,9.9577,8.5526,9.1802,90.0033,90.0022,90.0015,0.0847,3.5261
1997,12,0.375,0.0,0.625,12.1835,3.2061,6.4421,89.9999,105.4406,90.0001,0.3497,1.2265
655,33,0.625,0.0625,0.3125,10.2989,8.8135,9.4426,90.0039,90.0012,90.0008,0.1956,2.5015
235,167,0.4167,0.0833,0.5,5.2158,5.2154,13.9784,89.994,90.0058,120.0013,0.2281,2.0619
2058,206,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.1069,3.0197
2223,167,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,0.1993,1.2931
1416,227,0.5,0.5,0.0,10.0117,5.7519,14.1982,93.9475,93.3283,30.1185,0.2574,1.992
1187,206,0.5,0.125,0.375,9.5266,9.5263,9.5265,90.0018,90.0024,89.9984,0.2464,2.2573
1002,206,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.0953,3.551
291,206,0.0,0.5,0.5,9.847000000000001,9.847000000000001,9.8468,90.0031,90.0027,89.99600000000001,0.1277,1.278
2256,206,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,0.0332,0.9596
2121,167,0.9167,0.0833,0.0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,0.015,5.2445
1364,227,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,0.1041,3.4429
2040,167,0.6667,0.1667,0.1667,4.9811,4.9808,13.4799,89.99,90.0109,120.0014,0.141,3.5564
1488,206,0.3438,0.5312,0.125,9.3705,9.3702,9.37,90.0041,90.0041,89.9956,0.1613,2.5385
1173,12,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0271,2.5554
770,12,0.4688,0.375,0.1562,24.3932,6.1232,5.9412,89.9996,104.2684,90.0002,0.1607,2.1848
742,227,0.0625,0.625,0.3125,6.1355,6.1358,14.9172,90.0122,89.9834,119.9986,0.3092,0.9359999999999999
1007,167,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0357,4.545
420,12,0.3438,0.2812,0.375,24.4654,6.2812,6.1912,89.9998,104.8096,90.0001,0.2026,1.6601
728,33,0.5625,0.25,0.1875,10.1894,8.7335,9.3604,90.0028,90.0016,90.001,0.2078,2.5688
191,227,0.0,0.9375,0.0625,10.3453,5.9103,14.7735,97.014,95.6274,30.0951,0.1279,1.5455
